Campaign_ID,Campaign_Name,Channel,Region,Age_Group,Gender,Device,Content_Type,Date,Impressions,Clicks,Conversions,Spend_USD,Revenue_USD,CPC_USD
CMP-1334,BLACK FRIDAY,TikTok,Latin America,25_34,Male,Desktop,carousel,03-03-2023,58840.0,2005.0,144.0,9285.7,25543.43,4.83
CMP-1048,spring collection,facebook,EU,18-24,male,Desktop,image,25 Nov 2023,57518.0,4743.0,88.0,36028.24,29127.09,7.45
CMP-1175,Holiday Season,email marketing,EU,18-24,F,tablet,Story,12-05-2024,101877.0,1481.0,15.0,7528.79,2007.62,4.42
CMP-0018,Spring Collection,tiktok,Asia Pacific,45-54,male,Mobile,Image,"March 11, 2024",57867.0,3736.0,205.0,9321.85,44382.35,2.19
CMP-1002,brand awareness q1,instagram,Asia Pacific,45-54,Female,Tablet,,"January 11, 2024",92879.0,9722.0,457.0,32449.78,95698.72,3.62
CMP-0278,Spring Collection,seo,Europe,18-24,N/A,Mobile,carousel,08-13-2024,83298.0,6626.0,249.0,7507.29,64652.6,1.08
CMP-0889,Summer Sale 2024,influencer,Europe,25_34,female,Mobile,video,2023-10-02,40839.0,2135.0,96.0,13546.95,21204.04,6.8
CMP-0980,Black Friday,instagram,North America,,,,image,06-21-2024,0.0,15.0,0.0,108.67,0.0,7.52
CMP-1195,Black Friday,TikTok,Middle East,Unknown,female,mobile,,06-23-2023,140714.0,14611.0,224.0,73461.72,32448.16,4.92
CMP-0031,brand awareness q1,email marketing,Middle East,25_34,N/A,Mobile,,"February 28, 2024",14709.0,1353.0,51.0,7727.83,3063.6,6.48
CMP-1184,holiday season,tiktok,latin america,N/A,female,Tablet,Story,12 Aug 2023,121404.0,10969.0,108.0,85180.12,22098.19,6.98
CMP-0205,Retargeting Q2,SEO,Asia Pacific,N/A,F,desktop,image,2023-05-13,147991.0,9210.0,127.0,61854.61,35931.06,7.52
CMP-0807,spring collection,FB,latin america,35_44,N/A,Mobile,,21 May 2023,123178.0,3827.0,242.0,13336.39,71506.29,3.59
CMP-1377,Summer Sale 2024,Email,Middle East,45-54,F,Desktop,carousel,"September 28, 2024",85437.0,6982.0,489.0,60154.46,97638.79,7.24
CMP-1084,Holiday Season,facebook,Latin America,25-34,N/A,mobile,Image,07-02-2023,79242.0,9216.0,591.0,51179.36,183810.81,6.21
CMP-1305,Retargeting Q2,TikTok,APAC,25-34,N/A,Tablet,,2023-07-11,33169.0,3548.0,202.0,15510.81,70442.96,5.2
CMP-1121,Brand Awareness Q1,tiktok,latin america,,female,Mobile,Carousel,2023-07-14,108886.0,,83.0,26938.84,13562.2,3.66
CMP-0955,Black Friday,Influencer,North America,Unknown,F,MOBILE,video,08-04-2024,14131.0,495.0,33.0,4249.43,10184.61,7.38
CMP-0917,Spring Collection,influencer,latin america,45-54,M,tablet,Carousel,28/09/2024,124205.0,12545.0,828.0,88437.23,34685.57,5.88
CMP-1320,Brand Awareness Q1,Instagram,APAC,N/A,female,,Carousel,2023-02-12,73306.0,2684.0,176.0,5580.91,46298.51,2.22
CMP-0183,Product Launch - ProMax,GOOGLE ADS,NA,35_44,Female,tablet,Video,03 Mar 2023,93696.0,8996.0,588.0,21994.99,49202.99,2.05
CMP-0402,brand awareness q1,Instagram,north america,18-24,male,Desktop,Image,11/09/2023,54054.0,3414.0,77.0,24749.31,8153.5,7.88
CMP-0959,product launch promax,Instagram,EU,,N/A,Desktop,image,03-08-2024,86260.0,4097.0,176.0,7771.44,26049.02,2.11
CMP-0512,product launch promax,tiktok,MEA,35-44,F,Mobile,carousel,04 Nov 2023,38244.0,4060.0,143.0,28954.22,24594.84,8.39
CMP-1231,New Year Push,Facebook,MEA,Unknown,male,mobile,Image,"August 11, 2023",129497.0,10795.0,605.0,0.0,184101.54,0.78
CMP-0404,Black Friday,TikTok,asia pacific,35_44,M,Mobile,Carousel,02 Jan 2024,131739.0,5943.0,350.0,16574.19,89603.56,3.38
CMP-1103,brand awareness q1,Email,asia pacific,N/A,Other,tablet,video,02-28-2024,102077.0,,336.0,43363.13,51539.96,4.48
CMP-0081,Product Launch - ProMax,google ads,LATAM,18-24,Other,,Story,07-06-2024,57455.0,1213.0,76.0,2929.12,7461.55,2.07
CMP-0687,product launch promax,email marketing,North America,18-24,Female,,Carousel,2023-06-14,69133.0,1428.0,47.0,5647.71,1853.81,3.37
CMP-0046,Summer Sale 2024,Email,NA,55+,M,tablet,image,2023-01-07,48054.0,2455.0,89.0,10808.05,12648.46,5.42
CMP-1283,Brand Awareness Q1,email marketing,middle east,25_34,F,,Video,03-28-2024,,6751.0,301.0,7876.24,98282.97,1.34
CMP-0150,BLACK FRIDAY,TikTok,Middle East,45-54,M,,Carousel,"November 30, 2024",20021.0,1283.0,30.0,4854.57,7625.92,3.7
CMP-1066,spring collection,Google Ads,asia pacific,18_24,M,Mobile,Carousel,09-09-2024,61292.0,4149.0,22.0,25648.25,2177.41,7.05
CMP-1137,brand awareness q1,Facebook,LATAM,45-54,,Tablet,,"April 18, 2023",86577.0,9516.0,418.0,18711.11,122674.93,1.95
CMP-0427,New Year Push,google ads,north america,Unknown,F,mobile,Video,11 Oct 2024,2589.0,272.0,11.0,467.62,2524.22,1.74
CMP-1050,Spring Collection,email marketing,europe,35_44,,MOBILE,image,"January 24, 2024",84186.0,602.0,40.0,3373.6,10909.02,6.19
CMP-0829,Black Friday,email marketing,europe,18-24,female,Tablet,Image,06/03/2023,93255.0,4269.0,54.0,11053.49,16072.25,2.38
CMP-1344,black friday,influencer,MEA,45-54,Other,MOBILE,video,11-24-2024,103613.0,5632.0,158.0,22210.94,14941.83,4.64
CMP-1481,Summer Sale 2024,seo,LATAM,18_24,N/A,mobile,Story,16/11/2023,9973.0,776.0,36.0,5945.82,2204.81,7.16
CMP-1139,product launch promax,EMAIL,north america,18-24,,MOBILE,Carousel,"March 12, 2024",36004.0,1601.0,90.0,4082.55,25569.87,2.6
CMP-0174,Spring Collection,email marketing,europe,55+,N/A,Mobile,carousel,"April 12, 2023",43319.0,2590.0,193.0,9384.57,5123.31,3.88
CMP-1270,black friday,google ads,MEA,18-24,female,,Carousel,01/11/2024,16958.0,1114.0,43.0,8971.12,,7.99
CMP-1247,New Year Push,email marketing,APAC,Unknown,N/A,MOBILE,Image,05 Feb 2023,137796.0,3865.0,260.0,15051.52,23435.77,3.28
CMP-0560,product launch promax,FB,APAC,18-24,N/A,Mobile,carousel,2023-05-19,44278.0,895.0,16.0,6551.46,1630.57,7.11
CMP-0529,BLACK FRIDAY,Instagram,MEA,N/A,Female,desktop,Video,19 Jul 2023,137732.0,13212.0,91.0,74178.4,24714.08,6.98
CMP-0837,new year push,Instagram,NA,35_44,,MOBILE,image,2024-05-03,110659.0,5923.0,393.0,41588.2,112760.02,6.74
CMP-0355,black friday,GOOGLE ADS,asia pacific,Unknown,Other,MOBILE,carousel,13/09/2024,-71670.0,37.0,1.0,308.94,92.71,7.48
CMP-1176,new year push,google ads,MEA,,N/A,Tablet,Image,"February 08, 2024",82638.0,6392.0,185.0,19403.65,16185.3,2.61
CMP-1197,black friday,EMAIL,LATAM,55+,,mobile,image,28/12/2024,48924.0,4009.0,37.0,21850.9,11574.62,4.8
CMP-0338,Product Launch - ProMax,seo,North America,N/A,,desktop,Image,2024-08-30,47973.0,4116.0,186.0,4402.5,46731.54,1.15
CMP-1083,Holiday Season,email marketing,MEA,18_24,Female,Desktop,carousel,05 Aug 2023,116795.0,13660.0,181.0,62172.5,22122.74,4.02
CMP-0479,Black Friday,Google Ads,MEA,35_44,Female,MOBILE,Video,03-30-2024,55179.0,2808.0,206.0,10432.11,12393.42,3.3
CMP-0700,new year push,tiktok,Europe,35-44,Male,desktop,image,12/04/2024,88077.0,6076.0,300.0,27012.79,47926.28,3.89
CMP-0673,product launch promax,Influencer,europe,,F,desktop,,13 Dec 2023,38679.0,534.0,24.0,1084.44,6269.3,1.73
CMP-1292,BLACK FRIDAY,SEO,EU,Unknown,Female,Tablet,Image,"May 16, 2024",130690.0,15387.0,846.0,75973.88,199672.72,5.2
CMP-0604,Product Launch - ProMax,TikTok,APAC,Unknown,N/A,Tablet,video,12-06-2023,35693.0,431.0,9.0,194.55,800.54,0.42
CMP-0582,Retargeting Q2,EMAIL,Asia Pacific,18-24,Male,desktop,image,"July 09, 2023",24899.0,1850.0,132.0,4883.81,11888.24,3.15
CMP-1052,Spring Collection,Email,NA,35-44,F,tablet,,05-27-2024,88781.0,3941.0,278.0,24471.81,25192.06,6.24
CMP-0237,brand awareness q1,instagram,latin america,35_44,female,mobile,image,2023-12-28,70586.0,795.0,35.0,3102.3,11088.66,3.9
CMP-0826,BLACK FRIDAY,instagram,MEA,35-44,M,mobile,carousel,"June 17, 2023",112371.0,906.0,70.0,6870.69,7642.15,6.32
CMP-0551,Spring Collection,facebook,EU,25-34,,tablet,Image,15/09/2023,70810.0,5194.0,404.0,38098.32,52742.0,7.89
CMP-0633,Spring Collection,facebook,North America,55+,F,Tablet,Story,06-10-2024,138593.0,7103.0,257.0,57838.18,78418.76,7.96
CMP-0785,Holiday Season,GOOGLE ADS,Europe,25_34,N/A,Mobile,Video,2023-12-14,122356.0,1455.0,94.0,,16195.08,1.25
CMP-0913,retargeting q2,facebook,Middle East,35_44,Male,MOBILE,Video,05-27-2023,112648.0,3729.0,22.0,3115.75,1780.82,0.71
CMP-0824,black friday,Google Ads,North America,Unknown,Male,Desktop,Carousel,01/09/2024,12678.0,1381.0,33.0,12784.41,1036.74,8.03
CMP-0424,Product Launch - ProMax,Facebook,europe,35_44,F,Mobile,carousel,20/10/2023,85120.0,9759.0,252.0,90463.47,31182.79,8.04
CMP-1419,New Year Push,seo,LATAM,45-54,Female,MOBILE,Story,01 Mar 2023,91596.0,3195.0,,17690.72,33441.57,4.89
CMP-0559,summer sale 2024,GOOGLE ADS,Latin America,,male,desktop,,2024-03-09,44520.0,1222.0,17.0,688.24,4608.43,0.67
CMP-0300,new year push,Facebook,Latin America,25-34,Female,Mobile,Video,"January 22, 2024",82624.0,7849.0,99.0,44126.31,3685.48,6.84
CMP-0419,New Year Push,email marketing,MEA,,F,,video,28/09/2024,8667.0,970.0,61.0,313.82,12925.32,0.31
CMP-0904,product launch promax,TikTok,APAC,45-54,Other,MOBILE,Video,2024-04-22,54843.0,5613.0,178.0,20634.54,8396.13,3.37
CMP-0387,summer sale 2024,seo,EU,,Male,Desktop,,2023-04-08,109310.0,10020.0,573.0,44223.64,171935.45,4.77
CMP-0412,summer sale 2024,instagram,north america,18-24,male,,Carousel,17 Oct 2023,11960.0,1284.0,13.0,1465.51,1143.14,1.19
CMP-0361,New Year Push,FB,APAC,18_24,male,MOBILE,Carousel,14 Nov 2024,79553.0,8406.0,545.0,34173.73,165879.26,4.29
CMP-0052,new year push,influencer,APAC,Unknown,male,tablet,image,17/10/2023,102058.0,7527.0,198.0,34459.06,46859.9,5.54
CMP-1199,Summer Sale 2024,Google Ads,Europe,,,Mobile,Video,2024-04-02,12727.0,1200.0,45.0,5772.47,9513.6,4.4
CMP-1243,Brand Awareness Q1,Email,Latin America,18_24,female,Mobile,video,07-03-2023,113838.0,3082.0,215.0,727.84,9620.96,0.21
CMP-0583,Retargeting Q2,GOOGLE ADS,MEA,Unknown,M,Desktop,carousel,"February 11, 2023",82260.0,6634.0,86.0,2964.4,15036.55,0.54
CMP-0304,Holiday Season,GOOGLE ADS,North America,Unknown,Female,Tablet,video,26/03/2024,51461.0,2387.0,43.0,3860.12,4350.23,1.77
CMP-0944,BLACK FRIDAY,TikTok,NA,45-54,Female,MOBILE,,21 Apr 2024,140609.0,6796.0,347.0,0.0,47332.69,2.52
CMP-1160,summer sale 2024,Google Ads,MEA,35-44,male,MOBILE,video,2023-06-08,91245.0,7410.0,356.0,20113.04,116051.01,2.91
CMP-0105,spring collection,instagram,latin america,35_44,Male,Mobile,image,"May 04, 2023",111207.0,3483.0,117.0,20130.34,36104.34,6.87
CMP-0856,Black Friday,GOOGLE ADS,NA,25_34,Male,Mobile,Video,2023-03-10,76415.0,6166.0,,24166.43,111240.55,3.45
CMP-0707,product launch promax,Google Ads,Europe,Unknown,M,Desktop,carousel,2024-02-06,43020.0,4512.0,321.0,13194.52,50665.27,3.63
CMP-0096,New Year Push,EMAIL,MEA,25-34,Female,Tablet,image,16/11/2023,90432.0,5474.0,359.0,22320.27,107782.36,3.78
CMP-0486,product launch promax,FB,EU,35_44,N/A,,Image,2024-11-15,90251.0,8567.0,576.0,2701.79,146989.13,0.31
CMP-0685,holiday season,GOOGLE ADS,NA,25_34,M,Tablet,Carousel,05-25-2023,125681.0,7121.0,177.0,62322.23,51629.39,7.51
CMP-1375,black friday,SEO,Asia Pacific,25_34,male,mobile,Carousel,02/12/2023,117921.0,3912.0,197.0,27644.49,66410.92,6.13
CMP-0260,Summer Sale 2024,SEO,North America,25-34,F,desktop,Image,"February 21, 2024",95772.0,4850.0,68.0,31146.26,14384.62,7.18
CMP-0694,Black Friday,GOOGLE ADS,NA,35_44,F,tablet,Video,01-11-2023,41894.0,3580.0,261.0,9304.54,73947.23,2.78
CMP-0289,summer sale 2024,GOOGLE ADS,Asia Pacific,35_44,M,,image,2024-01-22,125078.0,2535.0,151.0,15261.87,34152.31,5.45
CMP-0849,black friday,Influencer,latin america,55+,M,tablet,Video,07 Nov 2024,5543.0,448.0,5.0,3165.99,103.6,8.09
CMP-0450,Product Launch - ProMax,FB,middle east,45-54,Other,Desktop,Story,07/06/2023,146081.0,8749.0,482.0,38080.85,121972.01,4.05
CMP-1087,product launch promax,GOOGLE ADS,MEA,,Male,Desktop,image,01/06/2023,122858.0,2219.0,170.0,14844.31,35465.52,6.98
CMP-1004,Retargeting Q2,google ads,LATAM,N/A,Male,mobile,,19/11/2024,43319.0,2067.0,144.0,8383.56,46459.13,4.33
CMP-1145,retargeting q2,email marketing,North America,35-44,Other,mobile,image,"March 14, 2024",2234.0,149.0,5.0,452.87,1051.32,2.72
CMP-0367,black friday,EMAIL,APAC,25-34,Female,mobile,Video,13/11/2023,49715.0,,3.0,3687.05,994.07,8.3
CMP-0279,Black Friday,influencer,MEA,55+,Other,MOBILE,image,04-28-2024,,3917.0,141.0,4066.46,16948.92,1.18
CMP-1489,new year push,email marketing,NA,45-54,F,Mobile,Image,25 Sep 2024,74105.0,5236.0,352.0,30274.34,118546.25,5.77
CMP-0746,BLACK FRIDAY,Influencer,North America,35-44,F,tablet,carousel,08-27-2023,,11295.0,208.0,18364.57,9376.49,1.55
CMP-0122,black friday,email marketing,latin america,25-34,F,,Video,29/09/2023,55467.0,1914.0,136.0,200.93,19716.62,0.11
CMP-0319,brand awareness q1,SEO,LATAM,Unknown,male,desktop,Image,06/09/2024,85527.0,7095.0,204.0,39246.8,36537.02,5.93
CMP-0285,spring collection,GOOGLE ADS,APAC,55+,N/A,tablet,Carousel,"January 24, 2023",7811.0,271.0,18.0,695.96,3374.55,2.65
CMP-0766,brand awareness q1,influencer,EU,N/A,M,,Story,24/09/2023,76360.0,703.0,25.0,2506.32,1066.34,4.39
CMP-0743,black friday,influencer,NA,18-24,F,desktop,Carousel,2023-05-28,30118.0,1260.0,24.0,6761.4,5963.46,5.07
CMP-0977,Black Friday,TikTok,NA,35-44,female,mobile,carousel,"September 11, 2024",55765.0,379.0,28.0,189.82,7817.99,0.45
CMP-0347,Summer Sale 2024,Instagram,LATAM,,Other,mobile,video,20/10/2024,135642.0,,7907.0,31269.39,1207260.28,4.2
CMP-1253,product launch promax,seo,Latin America,35_44,,,Story,14/06/2024,51962.0,389.0,9.0,993.61,1748.47,2.21
CMP-0165,product launch promax,Influencer,Europe,18-24,Male,Desktop,Video,01-20-2024,54349.0,2535.0,82.0,12728.47,20057.19,5.57
CMP-0864,Black Friday,instagram,NA,25-34,N/A,Mobile,Story,25 Aug 2024,100801.0,11397.0,642.0,22705.87,,2.1
CMP-1120,product launch promax,Email,APAC,25-34,,,Story,10-05-2024,108684.0,12659.0,566.0,7471.68,37414.87,0.69
CMP-0957,summer sale 2024,Instagram,Latin America,,Male,Desktop,carousel,12/06/2024,83799.0,5112.0,84.0,19609.62,26957.79,4.71
CMP-0795,BLACK FRIDAY,Google Ads,latin america,55+,Male,Desktop,image,07-28-2023,85419.0,4465.0,320.0,14945.16,49106.96,3.25
CMP-1442,Black Friday,Email,asia pacific,25-34,Other,Desktop,carousel,14 Jun 2023,134520.0,15144.0,1208.0,32370.04,33960.75,2.21
CMP-0204,new year push,FB,LATAM,N/A,F,Mobile,Image,"November 03, 2023",85125.0,1088.0,27.0,4709.81,5214.6,4.72
CMP-1155,Holiday Season,Google Ads,North America,35-44,F,desktop,,17/06/2023,60699.0,61054.0,3925.0,109821.28,918368.89,1.55
CMP-0533,BLACK FRIDAY,google ads,Latin America,18-24,female,mobile,,01-08-2023,92088.0,4358.0,265.0,5708.83,53945.17,1.48
CMP-0136,Black Friday,GOOGLE ADS,Latin America,25_34,Other,MOBILE,carousel,05-03-2024,0.0,0.0,0.0,,0.0,6.46
CMP-1076,Product Launch - ProMax,email marketing,north america,25-34,N/A,Mobile,video,20 Jun 2023,95424.0,2048.0,159.0,6871.35,45193.48,2.82
CMP-1000,product launch promax,google ads,North America,25_34,male,Desktop,Image,"July 10, 2024",118900.0,4433.0,279.0,6366.69,65609.97,1.72
CMP-0797,Product Launch - ProMax,FB,EU,35_44,Male,Mobile,video,31 Mar 2023,42304.0,2935.0,29.0,14818.26,6623.9,5.99
CMP-1284,retargeting q2,GOOGLE ADS,LATAM,55+,N/A,Mobile,image,"April 11, 2023",13581.0,679.0,19.0,1764.73,,2.18
CMP-0702,Brand Awareness Q1,FB,EU,Unknown,Female,,Video,"December 03, 2024",96455.0,9054.0,444.0,16146.13,118715.0,1.88
CMP-0680,Retargeting Q2,instagram,MEA,18_24,female,Desktop,Video,09 May 2024,,7547.0,508.0,12130.25,16005.47,1.74
CMP-0634,Black Friday,FB,asia pacific,18_24,N/A,tablet,video,2024-07-08,89507.0,4191.0,116.0,32011.52,,6.72
CMP-0194,BLACK FRIDAY,EMAIL,Middle East,N/A,M,Mobile,,2024-11-01,2684.0,218.0,7.0,575.32,1314.73,3.13
CMP-0912,spring collection,TikTok,North America,18-24,Female,,Story,03-29-2023,82294.0,1283.0,1301.0,2572.36,59342.98,2.02
CMP-1214,Product Launch - ProMax,Email,middle east,55+,F,Mobile,carousel,06-04-2024,84100.0,4241.0,209.0,2241.71,23520.48,0.59
CMP-0723,Product Launch - ProMax,email marketing,middle east,Unknown,M,Desktop,image,06-02-2023,4052.0,381.0,18.0,2160.16,4261.69,5.65
CMP-1031,Product Launch - ProMax,Facebook,europe,Unknown,Female,Mobile,Video,"July 20, 2023",140188.0,6910.0,87.0,49536.4,12361.99,6.01
CMP-0710,New Year Push,Facebook,NA,,female,desktop,Image,04/11/2024,100184.0,4404.0,343.0,6425.97,48246.03,1.23
CMP-0011,Product Launch - ProMax,email marketing,europe,25_34,male,desktop,,"November 20, 2023",0.0,6.0,0.0,10.27,0.0,1.89
CMP-0143,Black Friday,tiktok,middle east,Unknown,Male,Mobile,Carousel,01 Jun 2024,123521.0,1681.0,89.0,4233.91,8681.95,2.12
CMP-1486,Holiday Season,Email,asia pacific,,F,Mobile,Carousel,04-20-2023,137120.0,2155.0,71.0,4916.21,15066.47,2.47
CMP-0275,black friday,influencer,Middle East,35-44,Other,Mobile,Image,02 Mar 2024,78526.0,7231.0,150.0,46659.6,,6.89
CMP-0284,product launch promax,Google Ads,MEA,Unknown,male,MOBILE,,"October 21, 2024",54274.0,4129.0,293.0,13932.06,57824.44,3.0
CMP-0566,Spring Collection,Email,Middle East,25-34,female,,Carousel,"November 19, 2024",129863.0,12771.0,616.0,75251.04,195541.53,6.21
CMP-1015,product launch promax,email marketing,NA,Unknown,N/A,,Story,09 Oct 2023,75159.0,3850.0,3854.0,30644.83,659034.41,8.19
CMP-0125,Brand Awareness Q1,Email,latin america,Unknown,Other,Tablet,image,26 Jan 2024,97336.0,5408.0,66.0,39549.95,18922.16,7.13
CMP-0315,brand awareness q1,GOOGLE ADS,APAC,18_24,Other,,Carousel,2023-09-16,54861.0,736.0,740.0,4486.48,187962.12,6.4
CMP-0796,Black Friday,Google Ads,LATAM,Unknown,Female,Tablet,Carousel,30/10/2024,58824.0,5483.0,233.0,8558.79,24811.33,1.35
CMP-0508,black friday,email marketing,LATAM,55+,Other,desktop,video,2023-10-19,149950.0,7559.0,,11355.75,58921.49,1.8
CMP-0575,product launch promax,seo,APAC,25_34,N/A,mobile,carousel,02-10-2023,119763.0,4595.0,355.0,0.0,104282.11,3.93
CMP-0651,summer sale 2024,google ads,Middle East,25-34,N/A,Desktop,Video,"August 01, 2023",7484.0,392.0,14.0,1381.22,340.66,3.87
CMP-1482,Black Friday,Influencer,asia pacific,25_34,male,Tablet,Story,2024-02-29,141762.0,8371.0,514.0,18994.23,67817.55,2.24
CMP-0674,BLACK FRIDAY,tiktok,Europe,,M,Tablet,,23/06/2023,8549.0,572.0,26.0,,1097.19,6.99
CMP-1384,New Year Push,FB,asia pacific,45-54,Male,Tablet,Carousel,02-11-2023,78846.0,8836.0,568.0,,109186.04,5.48
CMP-0153,Brand Awareness Q1,Google Ads,Europe,,female,MOBILE,Image,07-30-2023,141469.0,12768.0,750.0,73655.83,33128.89,6.96
CMP-0601,summer sale 2024,GOOGLE ADS,europe,18-24,Female,MOBILE,video,25 Jun 2024,33075.0,2974.0,120.0,22058.84,12261.01,6.26
CMP-0968,product launch promax,email marketing,Europe,35-44,,Desktop,carousel,2024-10-29,53693.0,4566.0,,10958.59,45098.28,2.07
CMP-1069,new year push,tiktok,asia pacific,,Other,Mobile,Video,"February 02, 2024",73851.0,8472.0,577.0,75124.21,133222.03,7.92
CMP-0190,holiday season,google ads,north america,18-24,F,tablet,carousel,02 Mar 2024,32098.0,2570.0,20.0,571.04,1387.23,0.2
CMP-1241,product launch promax,facebook,NA,25-34,Male,MOBILE,Story,"April 23, 2024",146600.0,12661.0,965.0,90315.78,238806.77,6.07
CMP-1348,black friday,instagram,asia pacific,45-54,F,,Image,05-25-2023,95974.0,2517.0,137.0,14654.26,18514.96,7.26
CMP-0399,Black Friday,email marketing,latin america,45-54,M,Tablet,carousel,21 Jul 2024,52803.0,3705.0,57.0,16479.13,7032.43,4.68
CMP-0092,black friday,tiktok,NA,55+,M,desktop,,05-30-2023,17085.0,,34.0,2484.48,2200.19,3.13
CMP-0598,Spring Collection,Instagram,Middle East,25-34,,tablet,Video,2024-10-07,7274.0,298.0,5.0,2023.69,344.11,6.78
CMP-0151,Spring Collection,EMAIL,Middle East,N/A,N/A,tablet,Image,"December 25, 2024",83824.0,5437.0,387.0,7964.19,50020.51,1.44
CMP-0408,Brand Awareness Q1,facebook,asia pacific,25_34,Other,Desktop,Image,"May 11, 2023",136093.0,4289.0,102.0,10988.73,4327.29,2.88
CMP-1374,Retargeting Q2,EMAIL,Asia Pacific,25_34,Other,MOBILE,video,05 Dec 2024,147827.0,,1040.0,65731.08,331540.78,4.85
CMP-0465,Retargeting Q2,email marketing,LATAM,35_44,F,,video,04/08/2024,72667.0,1600.0,121.0,2974.0,27731.41,1.96
CMP-1307,black friday,instagram,North America,35-44,F,mobile,video,12 Jun 2023,63871.0,608.0,12.0,1871.53,3937.28,3.33
CMP-0662,Holiday Season,FB,Latin America,45-54,Other,desktop,Carousel,2023-01-01,132235.0,12502.0,471.0,46660.16,70844.15,3.46
CMP-0958,New Year Push,Facebook,north america,25-34,F,MOBILE,carousel,"June 13, 2024",,6568.0,130.0,25612.99,23041.44,3.78
CMP-0436,Black Friday,tiktok,Middle East,18-24,male,Desktop,Carousel,"July 22, 2023",115214.0,12308.0,12312.0,66619.75,2015575.39,5.36
CMP-0173,New Year Push,Instagram,LATAM,18_24,F,MOBILE,video,"April 06, 2024",47656.0,3997.0,,27571.53,20570.07,6.15
CMP-0379,BLACK FRIDAY,tiktok,Latin America,,Other,Mobile,carousel,12/05/2023,102844.0,11207.0,586.0,35483.19,174745.28,3.77
CMP-1289,spring collection,Influencer,middle east,18-24,Female,Mobile,Story,"March 22, 2024",1346.0,49.0,0.0,281.19,0.0,6.94
CMP-0868,Product Launch - ProMax,email marketing,Latin America,55+,Other,,carousel,2024-02-22,35173.0,,91.0,,17874.66,3.26
CMP-1242,product launch promax,TikTok,NA,25-34,female,,Story,04-17-2023,55176.0,6047.0,253.0,26015.87,52478.65,4.94
CMP-1370,retargeting q2,GOOGLE ADS,europe,25_34,female,tablet,Image,21 Apr 2024,82448.0,9781.0,415.0,77864.01,61245.53,8.41
CMP-1041,Black Friday,instagram,latin america,25_34,,Mobile,video,06/06/2024,136046.0,12386.0,216.0,80417.77,71270.53,6.82
CMP-0650,brand awareness q1,google ads,North America,N/A,F,MOBILE,,31 Jul 2024,118851.0,4807.0,177.0,19663.32,17914.56,3.82
CMP-1235,Product Launch - ProMax,Email,North America,,Female,Mobile,carousel,03-25-2023,73209.0,5340.0,399.0,16303.02,86344.61,3.31
CMP-1108,brand awareness q1,Facebook,europe,18-24,F,Desktop,Story,"June 10, 2023",83039.0,83208.0,2131.0,323147.68,745374.53,3.88
CMP-0876,product launch promax,GOOGLE ADS,Europe,18-24,Female,Tablet,Carousel,01-27-2023,94840.0,2542.0,,15619.94,11552.06,5.9
CMP-1054,product launch promax,Facebook,Asia Pacific,N/A,,Desktop,video,2024-05-19,128725.0,10910.0,88.0,11790.19,16260.07,1.15
CMP-0287,BLACK FRIDAY,SEO,asia pacific,25-34,F,MOBILE,carousel,2023-09-28,131264.0,11057.0,457.0,66809.78,155128.88,6.25
CMP-0812,Product Launch - ProMax,email marketing,europe,Unknown,Female,Desktop,Video,2023-11-30,4976.0,182.0,8.0,496.89,2692.17,2.28
CMP-0892,Black Friday,EMAIL,North America,45-54,Female,,,"April 27, 2024",75395.0,5663.0,,5491.3,27140.34,1.05
CMP-0086,summer sale 2024,GOOGLE ADS,Middle East,18-24,Other,Tablet,Story,11 Mar 2023,0.0,39.0,1.0,,25.52,7.94
CMP-0040,New Year Push,EMAIL,north america,35-44,Male,Mobile,video,2024-05-19,30940.0,637.0,38.0,4005.0,5962.65,5.73
CMP-1288,holiday season,SEO,middle east,18_24,Male,desktop,carousel,2023-07-04,3737.0,156.0,2.0,1090.76,124.92,8.01
CMP-0615,holiday season,facebook,Latin America,18_24,N/A,Tablet,carousel,11-07-2024,70240.0,4978.0,326.0,31376.25,95877.47,5.39
CMP-0675,retargeting q2,instagram,LATAM,Unknown,N/A,Tablet,video,01/10/2024,60645.0,2434.0,24.0,20582.91,3969.09,7.83
CMP-1386,Brand Awareness Q1,Google Ads,asia pacific,35-44,,Tablet,,18 Oct 2024,116548.0,7934.0,254.0,9303.95,18294.23,1.09
CMP-1400,Summer Sale 2024,tiktok,latin america,35_44,female,,Carousel,10 Sep 2023,140290.0,16508.0,959.0,27324.6,163793.28,1.53
CMP-1418,New Year Push,email marketing,Europe,35-44,male,desktop,image,03-18-2023,134392.0,6917.0,268.0,4629.83,32943.56,0.78
CMP-0283,Brand Awareness Q1,seo,north america,18_24,F,MOBILE,Carousel,03-20-2024,16613.0,1845.0,130.0,10834.0,20588.2,4.93
CMP-1417,new year push,TikTok,north america,18_24,F,MOBILE,carousel,24/03/2023,110959.0,11930.0,11949.0,56022.34,3719254.41,4.85
CMP-0610,Holiday Season,email marketing,North America,25_34,N/A,Tablet,carousel,08/08/2024,29014.0,1561.0,41.0,12569.58,2387.16,7.68
CMP-0340,Retargeting Q2,seo,latin america,Unknown,,Tablet,,12/12/2024,82534.0,3754.0,71.0,5862.48,20928.47,1.86
CMP-0581,Spring Collection,SEO,APAC,Unknown,F,Desktop,Video,10-15-2024,83617.0,4511.0,257.0,5303.22,89889.0,1.0
